state,party,year
Utah,Republican,1910
Utah,Republican,1911
Utah,Republican,1912
Utah,Republican,1913
Utah,Republican,1914
Utah,Republican,1915
Utah,Republican,1916
Utah,Republican,1917
Idaho,Republican,1909
Idaho,Republican,1910
Idaho,Republican,1911
Iowa,republican,1908
Iowa,republican,1909
Vermont,Republican,1908
Vermont,Republican,1909
Vermont,Republican,1910
Nevada,Democratic,1908
Nevada,Democratic,1909
Nevada,Democratic,1910
Nevada,Democratic,1911
Louisiana,Democrat,1908
Louisiana,Democrat,1909
Louisiana,Democrat,1910
Louisiana,Democrat,1911
Louisiana,Democrat,1912
Montana,Democratic,1908
Montana,Democratic,1909
Montana,Democratic,1910
Montana,Democratic,1911
Montana,Democratic,1912
Montana,Democratic,1913
New Jersey,Republican,1908
New Jersey,Republican,1909
New Jersey,Republican,1910
New Jersey,Republican,1911
Mississippi,Democratic,1908
Mississippi,Democratic,1909
Mississippi,Democratic,1910
Mississippi,Democratic,1911
Mississippi,Democratic,1912
Maryland,Democrat,1908
Maryland,Democrat,1909
Maryland,Democrat,1910
Maryland,Democrat,1911
Maryland,Democrat,1912
Kentucky,Republican,1907
Kentucky,Republican,1908
Kentucky,Republican,1909
Kentucky,Republican,1910
Kentucky,Republican,1911
Oklahoma,Democrat,1907
Oklahoma,Democrat,1908
Oklahoma,Democrat,1909
Oklahoma,Democrat,1910
Oklahoma,Democrat,1911
Georgia,Democrat,1907
Georgia,Democrat,1908
Georgia,Democrat,1909
Arkansas,Democrat,1907
Arkansas,Democrat,1908
Arkansas,Democrat,1909
Arkansas,Democrat,1907
Arkansas,Democrat,1907
Tennessee,Democrat,1907
Tennessee,Democrat,1908
Tennessee,Democrat,1909
Tennessee,Democrat,1910
Tennessee,Democrat,1911
Pennsylvania,Republican,1907
Pennsylvania,Republican,1908
Pennsylvania,Republican,1909
Pennsylvania,Republican,1910
Pennsylvania,Republican,1911
South Carolina,Democrat,1907
South Carolina,Democrat,1908
South Carolina,Democrat,1909
South Carolina,Democrat,1910
South Carolina,Democrat,1911
Texas,Democrat,1907
Texas,Democrat,1908
Texas,Democrat,1909
Texas,Democrat,1910
Texas,Democrat,1911
Alabama,Democrat,1907
Alabama,Democrat,1908
Alabama,Democrat,1909
Alabama,Democrat,1910
Alabama,Democrat,1911
California,Republican,1907
California,Republican,1908
California,Republican,1909
California,Republican,1910
California,Republican,1911
North Dakota,Democratic,1907
North Dakota,Democratic,1908
North Dakota,Democratic,1909
North Dakota,Democratic,1910
North Dakota,Democratic,1911
North Dakota,Democratic,1912
North Dakota,Democratic,1913
Connecticut,Republican,1907
Connecticut,Republican,1908
Connecticut,Republican,1909
Colorado,Republican,1907
Colorado,Republican,1908
Colorado,Republican,1909
South Dakota,Republican,1907
South Dakota,Republican,1908
South Dakota,Republican,1909
New Hampshire,Republican,1907
New Hampshire,Republican,1908
New Hampshire,Republican,1909
Nebraska,Republican,1907
Nebraska,Republican,1908
Nebraska,Republican,1909
Rhode Island,Democrat,1907
Rhode Island,Democrat,1908
Rhode Island,Democrat,1909
New York,Republican,1907
New York,Republican,1908
New York,Republican,1909
New York,Republican,1910
Vermont,Republican,1906
Vermont,Republican,1907
Vermont,Republican,1908
Virginia,Democrat,1906
Virginia,Democrat,1907
Virginia,Democrat,1908
Virginia,Democrat,1909
Virginia,Democrat,1910
Ohio,Republican,1906
Ohio,Republican,1907
Ohio,Republican,1908
Ohio,Republican,1909
Ohio,Democrat,1906
Massachusetts,Republican,1906
Massachusetts,Republican,1907
Massachusetts,Republican,1908
Massachusetts,Republican,1909
Wisconsin,Republican,1906
Wisconsin,Republican,1907
Wisconsin,Republican,1908
Wisconsin,Republican,1909
Wisconsin,Republican,1910
Wisconsin,Republican,1911
Rhode Island,,1905
Rhode Island,,1904
Rhode Island,,1903
Rhode Island,,1902
Rhode Island,,1901
Rhode Island,,1900
Rhode Island,,1899
Rhode Island,,1898
Rhode Island,,1897
Rhode Island,,1896
Rhode Island,,1895
Rhode Island,,1894
Rhode Island,,1893
Rhode Island,,1892
Rhode Island,,1891
Rhode Island,,1890
Rhode Island,,1889
Rhode Island,,1888
Rhode Island,,1887
Rhode Island,,1886
Rhode Island,,1885
Rhode Island,,1884
Rhode Island,,1883
Rhode Island,,1882
Rhode Island,,1881
Rhode Island,,1880
Rhode Island,,1879
Rhode Island,,1878
Rhode Island,,1877
Rhode Island,,1876
Rhode Island,,1875
Rhode Island,,1874
Rhode Island,,1873
Rhode Island,,1872
Rhode Island,,1871
Rhode Island,,1870
Rhode Island,,1869
Rhode Island,,1868
Rhode Island,,1867
Rhode Island,,1866
Rhode Island,,1865
Rhode Island,,1864
Rhode Island,,1863
Rhode Island,,1862
Rhode Island,,1861
Rhode Island,,1860
Rhode Island,,1859
Rhode Island,,1858
Rhode Island,,1857
Rhode Island,,1856
Rhode Island,,1855
Rhode Island,,1854
Rhode Island,,1853
Rhode Island,,1852
Rhode Island,,1851
Rhode Island,,1850
Rhode Island,,1849
Rhode Island,,1848
Rhode Island,,1847
Rhode Island,,1846
Rhode Island,,1845
Rhode Island,,1844
Rhode Island,,1843
Rhode Island,,1842
Rhode Island,,1841
Rhode Island,,1840
Rhode Island,,1839
Rhode Island,,1838
Rhode Island,,1837
Rhode Island,,1836
Rhode Island,,1835
Rhode Island,,1834
Rhode Island,,1833
Rhode Island,,1832
Rhode Island,,1831
Rhode Island,,1830
Rhode Island,,1829
Rhode Island,,1828
Rhode Island,,1827
Rhode Island,,1826
Rhode Island,,1825
Rhode Island,,1824
Rhode Island,,1823
Rhode Island,,1822
Rhode Island,,1821
Rhode Island,,1820
Rhode Island,,1819
Rhode Island,,1818
Rhode Island,,1817
Rhode Island,,1816
Rhode Island,,1815
Rhode Island,,1814
Rhode Island,,1813
Rhode Island,,1812
Rhode Island,,1811
Rhode Island,,1810
Rhode Island,,1809
Rhode Island,,1808
Rhode Island,,1807
Rhode Island,,1806
Tennessee,Democrat,1905
Tennessee,Democrat,1906
Tennessee,Democrat,1907
Colorado,Republican,1905
Colorado,Republican,1906
Colorado,Republican,1907
Colorado,Republican,1905
Colorado,Republican,1903
Colorado,Republican,1904
Colorado,Republican,1905
Alabama,Democrat,1905
Alabama,Democrat,1906
Alabama,Democrat,1907
Alabama,Democrat,1901
Alabama,Democrat,1902
Alabama,Democrat,1903
Alabama,Democrat,1904
West Virginia,Republican,1905
West Virginia,Republican,1906
West Virginia,Republican,1907
West Virginia,Republican,1908
West Virginia,Republican,1909
New Jersey,Republican,1905
New Jersey,Republican,1906
New Jersey,Republican,1907
New Jersey,Republican,1908
Delaware,Republican,1905
Delaware,Republican,1906
Delaware,Republican,1907
Delaware,Republican,1908
Delaware,Republican,1909
North Carolina,Democratic,1905
North Carolina,Democratic,1906
North Carolina,Democratic,1907
North Carolina,Democratic,1908
North Carolina,Democratic,1909
Colorado,Democrat,1905
Colorado,Democrat,1897
Colorado,Democrat,1898
Colorado,Democrat,1899
Colorado,Democrat,1887
Colorado,Democrat,1888
Colorado,Democrat,1889
Washington,Republican,1905
Washington,Republican,1906
Washington,Republican,1907
Washington,Republican,1908
Washington,Republican,1909
Illinois,Republican,1905
Illinois,Republican,1906
Illinois,Republican,1907
Illinois,Republican,1908
Illinois,Republican,1909
Illinois,Republican,1910
Illinois,Republican,1911
Illinois,Republican,1912
Illinois,Republican,1913
Indiana,Republican,1905
Indiana,Republican,1906
Indiana,Republican,1907
Indiana,Republican,1908
Indiana,Republican,1909
Missouri,Democratic,1905
Missouri,Democratic,1906
Missouri,Democratic,1907
Missouri,Democratic,1908
Missouri,Democratic,1909
Kansas,Republican,1905
Kansas,Republican,1906
Kansas,Republican,1907
Kansas,Republican,1908
Kansas,Republican,1909
New Hampshire,Republican,1905
New Hampshire,Republican,1906
New Hampshire,Republican,1907
Massachusetts,Democratic,1905
Massachusetts,Democratic,1906
North Dakota,Republican,1905
North Dakota,Republican,1906
North Dakota,Republican,1907
Maine,Republican,1905
Maine,Republican,1906
Maine,Republican,1907
Maine,Republican,1908
Maine,Republican,1909
Minnesota,Democratic,1905
Minnesota,Democratic,1906
Minnesota,Democratic,1907
Minnesota,Democratic,1908
Minnesota,Democratic,1909
Connecticut,Republican,1905
Connecticut,Republican,1906
Connecticut,Republican,1907
Rhode Island,Republican,1905
Rhode Island,Republican,1906
Rhode Island,Republican,1907
Florida,Democrat,1905
Florida,Democrat,1906
Florida,Democrat,1907
Florida,Democrat,1908
Florida,Democrat,1909
South Dakota,Republican,1905
South Dakota,Republican,1906
South Dakota,Republican,1907
Idaho,Republican,1905
Idaho,Republican,1906
Idaho,Republican,1907
Idaho,Republican,1908
Idaho,Republican,1909
Utah,Republican,1905
Utah,Republican,1906
Utah,Republican,1907
Utah,Republican,1908
Utah,Republican,1909
Michigan,Republican,1905
Michigan,Republican,1906
Michigan,Republican,1907
Michigan,Republican,1908
Michigan,Republican,1909
Michigan,Republican,1910
Michigan,Republican,1911
New York,Republican,1905
New York,Republican,1906
New York,Republican,1907
Vermont,Republican,1904
Vermont,Republican,1905
Vermont,Republican,1906
Louisiana,Democrat,1904
Louisiana,Democrat,1905
Louisiana,Democrat,1906
Louisiana,Democrat,1907
Louisiana,Democrat,1908
Alabama,Democrat,1904
Alabama,Democrat,1905
Mississippi,Democratic,1904
Mississippi,Democratic,1905
Mississippi,Democratic,1906
Mississippi,Democratic,1907
Mississippi,Democratic,1908
Maryland,Democrat,1904
Maryland,Democrat,1905
Maryland,Democrat,1906
Maryland,Democrat,1907
Maryland,Democrat,1908
Ohio,Republican,1904
Ohio,Republican,1905
Ohio,Republican,1906
Wyoming,Republican,1903
Wyoming,Republican,1904
Wyoming,Republican,1905
Pennsylvania,Republican,1903
Pennsylvania,Republican,1904
Pennsylvania,Republican,1905
Pennsylvania,Republican,1906
Pennsylvania,Republican,1907
South Carolina,Democrat,1903
South Carolina,Democrat,1904
South Carolina,Democrat,1905
South Carolina,Democrat,1906
South Carolina,Democrat,1907
Texas,Democrat,1903
Texas,Democrat,1904
Texas,Democrat,1905
Texas,Democrat,1906
Texas,Democrat,1907
Tennessee,Democrat,1903
Tennessee,Democrat,1904
Tennessee,Democrat,1905
Oregon,Democrat,1903
Oregon,Democrat,1904
Oregon,Democrat,1905
Oregon,Democrat,1906
Oregon,Democrat,1907
Oregon,Democrat,1908
Oregon,Democrat,1909
Kansas,Republican,1903
Kansas,Republican,1904
Kansas,Republican,1905
Nebraska,Republican,1903
Nebraska,Republican,1904
Nebraska,Republican,1905
Nebraska,Republican,1906
Nebraska,Republican,1907
Massachusetts,Republican,1903
Massachusetts,Republican,1904
Massachusetts,Republican,1905
California,"Progressive, Republican",1903
California,"Progressive, Republican",1904
California,"Progressive, Republican",1905
California,"Progressive, Republican",1906
California,"Progressive, Republican",1907
Connecticut,Republican,1903
Connecticut,Republican,1904
Connecticut,Republican,1905
Nevada,Silver-Democratic,1903
Nevada,Silver-Democratic,1904
Nevada,Silver-Democratic,1905
Nevada,Silver-Democratic,1906
Nevada,Silver-Democratic,1907
Nevada,Silver-Democratic,1908
Idaho,Republican,1903
Idaho,Republican,1904
Idaho,Republican,1905
Rhode Island,Democrat,1903
Rhode Island,Democrat,1904
Rhode Island,Democrat,1905
New Hampshire,Republican,1903
New Hampshire,Republican,1904
New Hampshire,Republican,1905
Georgia,Democrat,1902
Georgia,Democrat,1903
Georgia,Democrat,1904
Georgia,Democrat,1905
Georgia,Democrat,1906
Georgia,Democrat,1907
Vermont,Republican,1902
Vermont,Republican,1903
Vermont,Republican,1904
New Jersey,Republican,1902
New Jersey,Republican,1903
New Jersey,Republican,1904
New Jersey,Republican,1905
Iowa,Republican,1902
Iowa,Republican,1903
Iowa,Republican,1904
Iowa,Republican,1905
Iowa,Republican,1906
Iowa,Republican,1907
Iowa,Republican,1908
Virginia,Democrat,1902
Virginia,Democrat,1903
Virginia,Democrat,1904
Virginia,Democrat,1905
Virginia,Democrat,1906
Washington,Republican,1901
Washington,Republican,1902
Washington,Republican,1903
Washington,Republican,1904
Washington,Republican,1905
Rhode Island,Republican,1901
Rhode Island,Republican,1902
Rhode Island,Republican,1903
Nebraska,Republican,1901
Nebraska,Republican,1902
Nebraska,Republican,1903
West Virginia,Republican,1901
West Virginia,Republican,1902
West Virginia,Republican,1903
West Virginia,Republican,1904
West Virginia,Republican,1905
Arkansas,Democrat,1901
Arkansas,Democrat,1902
Arkansas,Democrat,1903
Arkansas,Democrat,1904
Arkansas,Democrat,1905
Arkansas,Democrat,1906
Arkansas,Democrat,1907
North Carolina,Democratic,1901
North Carolina,Democratic,1902
North Carolina,Democratic,1903
North Carolina,Democratic,1904
North Carolina,Democratic,1905
Delaware,Republican,1901
Delaware,Republican,1902
Delaware,Republican,1903
Delaware,Republican,1904
Delaware,Republican,1905
Indiana,Republican,1901
Indiana,Republican,1902
Indiana,Republican,1903
Indiana,Republican,1904
Indiana,Republican,1905
Missouri,Democratic,1901
Missouri,Democratic,1902
Missouri,Democratic,1903
Missouri,Democratic,1904
Missouri,Democratic,1905
Illinois,Republican,1901
Illinois,Republican,1902
Illinois,Republican,1903
Illinois,Republican,1904
Illinois,Republican,1905
North Dakota,Republican,1901
North Dakota,Republican,1902
North Dakota,Republican,1903
North Dakota,Republican,1904
North Dakota,Republican,1905
Connecticut,Republican,1901
Connecticut,Republican,1902
Connecticut,Republican,1903
Florida,Democrat,1901
Florida,Democrat,1902
Florida,Democrat,1903
Florida,Democrat,1904
Florida,Democrat,1905
Colorado,Democrat,1901
Colorado,Democrat,1902
Colorado,Democrat,1903
South Dakota,Republican,1901
South Dakota,Republican,1902
South Dakota,Republican,1903
South Dakota,Republican,1904
South Dakota,Republican,1905
Idaho,Democrat,1901
Idaho,Democrat,1902
Idaho,Democrat,1903
Wisconsin,Republican,1901
Wisconsin,Republican,1902
Wisconsin,Republican,1903
Wisconsin,Republican,1904
Wisconsin,Republican,1905
Wisconsin,Republican,1906
Minnesota,Republican,1901
Minnesota,Republican,1902
Minnesota,Republican,1903
Minnesota,Republican,1904
Minnesota,Republican,1905
Montana,Democratic,1901
Montana,Democratic,1902
Montana,Democratic,1903
Montana,Democratic,1904
Montana,Democratic,1905
Montana,Democratic,1906
Montana,Democratic,1907
Montana,Democratic,1908
Montana,Democratic,1889
Montana,Democratic,1890
Montana,Democratic,1891
Montana,Democratic,1892
Montana,Democratic,1893
New Hampshire,Republican,1901
New Hampshire,Republican,1902
New Hampshire,Republican,1903
Nebraska,Republican,1901
Maine,Republican,1901
Maine,Republican,1902
Maine,Republican,1903
Maine,Republican,1904
Maine,Republican,1905
Michigan,Republican,1901
Michigan,Republican,1902
Michigan,Republican,1903
Michigan,Republican,1904
Michigan,Republican,1905
New York,Republican,1901
New York,Republican,1902
New York,Republican,1903
New York,Republican,1904
New York,Republican,1905
Alabama,Democrat,1900
Alabama,Democrat,1901
Vermont,Republican,1900
Vermont,Republican,1901
Vermont,Republican,1902
Rhode Island,Republican,1900
Rhode Island,Republican,1901
Louisiana,Democrat,1900
Louisiana,Democrat,1901
Louisiana,Democrat,1902
Louisiana,Democrat,1903
Louisiana,Democrat,1904
Kentucky,Democratic,1900
Kentucky,Democratic,1901
Kentucky,Democratic,1902
Kentucky,Democratic,1903
Kentucky,Democratic,1904
Kentucky,Democratic,1905
Kentucky,Democratic,1906
Kentucky,Democratic,1907
Kentucky,Democratic,1900
Mississippi,Democratic,1900
Mississippi,Democratic,1901
Mississippi,Democratic,1902
Mississippi,Democratic,1903
Mississippi,Democratic,1904
Maryland,Democrat,1900
Maryland,Democrat,1901
Maryland,Democrat,1902
Maryland,Democrat,1903
Maryland,Democrat,1904
Ohio,Republican,1900
Ohio,Republican,1901
Ohio,Republican,1902
Ohio,Republican,1903
Ohio,Republican,1904
Massachusetts,Republican,1900
Massachusetts,Republican,1901
Massachusetts,Republican,1902
Massachusetts,Republican,1903
Kentucky,Republican,1899
Kentucky,Republican,1900
South Carolina,Democrat,1899
South Carolina,Democrat,1900
South Carolina,Democrat,1901
South Carolina,Democrat,1902
South Carolina,Democrat,1903
Pennsylvania,Republican,1899
Pennsylvania,Republican,1900
Pennsylvania,Republican,1901
Pennsylvania,Republican,1902
Pennsylvania,Republican,1903
New Jersey,Republican,1899
New Jersey,Republican,1900
New Jersey,Republican,1901
New Jersey,Republican,1902
New Jersey,Republican,1898
Texas,Democrat,1899
Texas,Democrat,1900
Texas,Democrat,1901
Texas,Democrat,1902
Texas,Democrat,1903
Tennessee,Democrat,1899
Tennessee,Democrat,1900
Tennessee,Democrat,1901
Tennessee,Democrat,1902
Tennessee,Democrat,1903
Colorado,Democrat,1899
Colorado,Democrat,1900
Colorado,Democrat,1901
Kansas,Republican,1899
Kansas,Republican,1900
Kansas,Republican,1901
Kansas,Republican,1902
Kansas,Republican,1903
Oregon,Republican,1899
Oregon,Republican,1900
Oregon,Republican,1901
Oregon,Republican,1902
Oregon,Republican,1903
New Hampshire,Republican,1899
New Hampshire,Republican,1900
New Hampshire,Republican,1901
Nebraska,Populist,1899
Nebraska,Populist,1900
Nebraska,Populist,1901
California,Republican,1899
California,Republican,1900
California,Republican,1901
California,Republican,1902
California,Republican,1903
Connecticut,Republican,1899
Connecticut,Republican,1900
Connecticut,Republican,1901
North Dakota,Republican,1899
North Dakota,Republican,1900
North Dakota,Republican,1901
Minnesota,Democrat,1899
Minnesota,Democrat,1900
Minnesota,Democrat,1901
Wyoming,Republican,1899
Wyoming,Republican,1900
Wyoming,Republican,1901
Wyoming,Republican,1902
Wyoming,Republican,1903
New York,Republican,1899
New York,Republican,1900
New York,Republican,1901
Georgia,Democrat,1898
Georgia,Democrat,1899
Georgia,Democrat,1900
Georgia,Democrat,1901
Georgia,Democrat,1902
New Jersey,Republican,1898
New Jersey,Republican,1899
Vermont,Republican,1898
Vermont,Republican,1899
Vermont,Republican,1900
North Dakota,Republican,1898
North Dakota,Republican,1899
Iowa,republican,1898
Iowa,republican,1899
Iowa,republican,1900
Iowa,republican,1901
Iowa,republican,1902
Virginia,Democrat,1898
Virginia,Democrat,1899
Virginia,Democrat,1900
Virginia,Democrat,1901
Virginia,Democrat,1902
Rhode Island,Republican,1897
Rhode Island,Republican,1898
Rhode Island,Republican,1899
Rhode Island,Republican,1900
West Virginia,Republican,1897
West Virginia,Republican,1898
West Virginia,Republican,1899
West Virginia,Republican,1900
West Virginia,Republican,1901
Tennessee,Democrat,1897
Tennessee,Democrat,1898
Tennessee,Democrat,1899
Tennessee,Democrat,1887
Tennessee,Democrat,1888
Tennessee,Democrat,1889
Tennessee,Democrat,1890
Tennessee,Democrat,1891
Delaware,Democrat,1897
Delaware,Democrat,1898
Delaware,Democrat,1899
Delaware,Democrat,1900
Delaware,Democrat,1901
Arkansas,Democrat,1897
Arkansas,Democrat,1898
Arkansas,Democrat,1899
Arkansas,Democrat,1900
Arkansas,Democrat,1901
South Carolina,Democrat,1897
South Carolina,Democrat,1898
South Carolina,Democrat,1899
North Carolina,Republican,1897
North Carolina,Republican,1898
North Carolina,Republican,1899
North Carolina,Republican,1900
North Carolina,Republican,1901
Kansas,Populist,1897
Kansas,Populist,1898
Kansas,Populist,1899
Washington,Populist (first term); Democrat (second term) Populiar,1897
Washington,Populist (first term); Democrat (second term) Populiar,1898
Washington,Populist (first term); Democrat (second term) Populiar,1899
Washington,Populist (first term); Democrat (second term) Populiar,1900
Washington,Populist (first term); Democrat (second term) Populiar,1901
Indiana,Republican,1897
Indiana,Republican,1898
Indiana,Republican,1899
Indiana,Republican,1900
Indiana,Republican,1901
Illinois,Republican,1897
Illinois,Republican,1898
Illinois,Republican,1899
Illinois,Republican,1900
Illinois,Republican,1901
Missouri,Democratic,1897
Missouri,Democratic,1898
Missouri,Democratic,1899
Missouri,Democratic,1900
Missouri,Democratic,1901
New Hampshire,Republican,1897
New Hampshire,Republican,1898
New Hampshire,Republican,1899
North Dakota,Republican,1897
North Dakota,Republican,1898
Connecticut,Republican,1897
Connecticut,Republican,1898
Connecticut,Republican,1899
Florida,Democrat,1897
Florida,Democrat,1898
Florida,Democrat,1899
Florida,Democrat,1900
Florida,Democrat,1901
Florida,Democrat,1881
Florida,Democrat,1882
Florida,Democrat,1883
Florida,Democrat,1884
Florida,Democrat,1885
Idaho,Democrat,1897
Idaho,Democrat,1898
Idaho,Democrat,1899
Idaho,Democrat,1900
Idaho,Democrat,1901
Wisconsin,Republican,1897
Wisconsin,Republican,1898
Wisconsin,Republican,1899
Wisconsin,Republican,1900
Wisconsin,Republican,1901
Montana,Democratic-Populist,1897
Montana,Democratic-Populist,1898
Montana,Democratic-Populist,1899
Montana,Democratic-Populist,1900
Montana,Democratic-Populist,1901
Maine,Republican,1897
Maine,Republican,1898
Maine,Republican,1899
Maine,Republican,1900
Maine,Republican,1901
Michigan,Republican,1897
Michigan,Republican,1898
Michigan,Republican,1899
Michigan,Republican,1900
Michigan,Republican,1901
South Dakota,People's Party (first term) and Fusion Party (second term),1897
South Dakota,People's Party (first term) and Fusion Party (second term),1898
South Dakota,People's Party (first term) and Fusion Party (second term),1899
South Dakota,People's Party (first term) and Fusion Party (second term),1900
South Dakota,People's Party (first term) and Fusion Party (second term),1901
New York,Republican,1897
New York,Republican,1898
New York,Republican,1899
Alabama,Democrat,1896
Alabama,Democrat,1897
Alabama,Democrat,1898
Alabama,Democrat,1899
Alabama,Democrat,1900
Vermont,Republican,1896
Vermont,Republican,1897
Vermont,Republican,1898
Nevada,Silver,1896
Nevada,Silver,1897
Nevada,Silver,1898
Nevada,Silver,1899
Nevada,Silver,1900
Nevada,Silver,1901
Nevada,Silver,1902
Nevada,Silver,1903
Massachusetts,Republican,1896
Massachusetts,Republican,1897
Massachusetts,Republican,1898
Massachusetts,Republican,1899
Massachusetts,Republican,1900
New Jersey,Republican,1896
New Jersey,Republican,1897
New Jersey,Republican,1898
Mississippi,Democratic,1896
Mississippi,Democratic,1897
Mississippi,Democratic,1898
Mississippi,Democratic,1899
Mississippi,Democratic,1900
Iowa,republican,1896
Iowa,republican,1897
Iowa,republican,1898
Ohio,Republican,1896
Ohio,Republican,1897
Ohio,Republican,1898
Ohio,Republican,1899
Ohio,Republican,1900
Maryland,Republican,1896
Maryland,Republican,1897
Maryland,Republican,1898
Maryland,Republican,1899
Maryland,Republican,1900
Utah,Republician,1896
Utah,Republician,1897
Utah,Republician,1898
Utah,Republician,1899
Utah,Republician,1900
Utah,Republician,1901
Utah,Republician,1902
Utah,Republician,1903
Utah,Republician,1904
Utah,Republician,1905
Kentucky,Republican,1895
Kentucky,Republican,1896
Kentucky,Republican,1897
Kentucky,Republican,1898
Kentucky,Republican,1899
Rhode Island,Republican,1895
Rhode Island,Republican,1896
Rhode Island,Republican,1897
Delaware,Democrat,1895
Delaware,Democrat,1896
Delaware,Democrat,1897
Minnesota,Republican,1895
Minnesota,Republican,1896
Minnesota,Republican,1897
Minnesota,Republican,1898
Minnesota,Republican,1899
Arkansas,Democrat,1895
Arkansas,Democrat,1896
Arkansas,Democrat,1897
Texas,Democrat,1895
Texas,Democrat,1896
Texas,Democrat,1897
Texas,Democrat,1898
Texas,Democrat,1899
Pennsylvania,Republican,1895
Pennsylvania,Republican,1896
Pennsylvania,Republican,1897
Pennsylvania,Republican,1898
Pennsylvania,Republican,1899
Delaware,Republican,1895
Kansas,Republican,1895
Kansas,Republican,1896
Kansas,Republican,1897
Oregon,Republican,1895
Oregon,Republican,1896
Oregon,Republican,1897
Oregon,Republican,1898
Oregon,Republican,1899
California,Democrat,1895
California,Democrat,1896
California,Democrat,1897
California,Democrat,1898
California,Democrat,1899
North Dakota,Republican,1895
North Dakota,Republican,1896
North Dakota,Republican,1897
Connecticut,Republican,1895
Connecticut,Republican,1896
Connecticut,Republican,1897
New Hampshire,Republican,1895
New Hampshire,Republican,1896
New Hampshire,Republican,1897
Colorado,Republican,1895
Colorado,Republican,1896
Colorado,Republican,1897
Wisconsin,Republican,1895
Wisconsin,Republican,1896
Wisconsin,Republican,1897
Nevada,Silver,1895
Nevada,Silver,1896
Wyoming,Republican,1895
Wyoming,Republican,1896
Wyoming,Republican,1897
Wyoming,Republican,1898
Wyoming,Republican,1899
Nebraska,Populist,1895
Nebraska,Populist,1896
Nebraska,Populist,1897
Nebraska,Populist,1898
Nebraska,Populist,1899
South Carolina,Democrat,1894
South Carolina,Democrat,1895
South Carolina,Democrat,1896
South Carolina,Democrat,1897
Alabama,Democrat,1894
Alabama,Democrat,1895
Alabama,Democrat,1896
Georgia,Democrat,1894
Georgia,Democrat,1895
Georgia,Democrat,1896
Georgia,Democrat,1897
Georgia,Democrat,1898
Vermont,Republican,1894
Vermont,Republican,1895
Vermont,Republican,1896
Iowa,republican,1894
Iowa,republican,1895
Iowa,republican,1896
Massachusetts,Republican,1894
Massachusetts,Republican,1895
Massachusetts,Republican,1896
Virginia,Democrat,1894
Virginia,Democrat,1895
Virginia,Democrat,1896
Virginia,Democrat,1897
Virginia,Democrat,1898
West Virginia,Democrat,1893
West Virginia,Democrat,1894
West Virginia,Democrat,1895
West Virginia,Democrat,1896
West Virginia,Democrat,1897
North Carolina,Democratic,1893
North Carolina,Democratic,1894
North Carolina,Democratic,1895
North Carolina,Democratic,1896
North Carolina,Democratic,1897
New Jersey,Democratic,1893
New Jersey,Democratic,1894
New Jersey,Democratic,1895
New Jersey,Democratic,1896
Tennessee,Democrat,1893
Tennessee,Democrat,1894
Tennessee,Democrat,1895
Tennessee,Democrat,1896
Tennessee,Democrat,1897
Arkansas,Democrat,1893
Arkansas,Democrat,1894
Arkansas,Democrat,1895
Nebraska,Republican,1893
Nebraska,Republican,1894
Nebraska,Republican,1895
Colorado,Populist,1893
Colorado,Populist,1894
Colorado,Populist,1895
Illinois,Democrat,1893
Illinois,Democrat,1894
Illinois,Democrat,1895
Illinois,Democrat,1896
Illinois,Democrat,1897
Kansas,Democrat,1893
Kansas,Democrat,1894
Kansas,Democrat,1895
Washington,Republican,1893
Washington,Republican,1894
Washington,Republican,1895
Washington,Republican,1896
Washington,Republican,1897
Indiana,Democrat,1893
Indiana,Democrat,1894
Indiana,Democrat,1895
Indiana,Democrat,1896
Indiana,Democrat,1897
Missouri,Democratic,1893
Missouri,Democratic,1894
Missouri,Democratic,1895
Missouri,Democratic,1896
Missouri,Democratic,1897
New Hampshire,Republican,1893
New Hampshire,Republican,1894
New Hampshire,Republican,1895
Maine,Republican,1893
Maine,Republican,1894
Maine,Republican,1895
Maine,Republican,1896
Maine,Republican,1897
Connecticut,Democrat,1893
Connecticut,Democrat,1894
Connecticut,Democrat,1895
Minnesota,Republican,1893
Minnesota,Republican,1894
Minnesota,Republican,1895
Florida,Democrat,1893
Florida,Democrat,1894
Florida,Democrat,1895
Florida,Democrat,1896
Florida,Democrat,1897
North Dakota,Populist,1893
North Dakota,Populist,1894
North Dakota,Populist,1895
South Dakota,Republican,1893
South Dakota,Republican,1894
South Dakota,Republican,1895
South Dakota,Republican,1896
South Dakota,Republican,1897
Wyoming,Democrat,1893
Wyoming,Democrat,1894
Wyoming,Democrat,1895
Montana,Republican,1893
Montana,Republican,1894
Montana,Republican,1895
Montana,Republican,1896
Montana,Republican,1897
Idaho,Republican,1893
Idaho,Republican,1894
Idaho,Republican,1895
Idaho,Republican,1896
Idaho,Republican,1897
Michigan,Republican,1893
Michigan,Republican,1894
Michigan,Republican,1895
Michigan,Republican,1896
Michigan,Republican,1897
Vermont,Republican,1892
Vermont,Republican,1893
Vermont,Republican,1894
Rhode Island,Republican,1892
Rhode Island,Republican,1893
Rhode Island,Republican,1894
Rhode Island,Republican,1895
Louisiana,Democrat,1892
Louisiana,Democrat,1893
Louisiana,Democrat,1894
Louisiana,Democrat,1895
Louisiana,Democrat,1896
Louisiana,Democrat,1897
Louisiana,Democrat,1898
Louisiana,Democrat,1899
