state,party,year
Maryland,0.0,1935
Maryland,0.0,1936
Maryland,0.0,1937
Maryland,0.0,1938
Maryland,0.0,1939
North Dakota,1.0,1935
Nevada,1.0,1935
Nevada,1.0,1936
Nevada,1.0,1937
Nevada,1.0,1938
Nevada,1.0,1939
New Hampshire,0.0,1935
New Hampshire,0.0,1936
New Hampshire,0.0,1937
Nebraska,1.0,1935
Nebraska,1.0,1936
Nebraska,1.0,1937
Nebraska,1.0,1938
Nebraska,1.0,1939
Nebraska,1.0,1940
Nebraska,1.0,1941
Massachusetts,1.0,1935
Massachusetts,1.0,1936
Massachusetts,1.0,1937
New Jersey,0.0,1935
New Mexico,1.0,1935
New Mexico,1.0,1936
New Mexico,1.0,1937
New Mexico,1.0,1938
New Mexico,1.0,1939
North Dakota,0.0,1934
North Dakota,0.0,1935
California,0.0,1934
California,0.0,1935
California,0.0,1936
California,0.0,1937
California,0.0,1938
California,0.0,1939
Nevada,0.0,1934
Nevada,0.0,1935
Virginia,1.0,1934
Virginia,1.0,1935
Virginia,1.0,1936
Virginia,1.0,1937
Virginia,1.0,1938
Virginia,1.0,1934
Virginia,1.0,1935
Virginia,1.0,1936
Virginia,1.0,1937
Virginia,1.0,1938
New Mexico,1.0,1933
New Mexico,1.0,1934
New Mexico,1.0,1935
Montana,1.0,1933
Montana,1.0,1934
Montana,1.0,1935
West Virginia,1.0,1933
West Virginia,1.0,1934
West Virginia,1.0,1935
West Virginia,1.0,1936
West Virginia,1.0,1937
Tennessee,1.0,1933
Tennessee,1.0,1934
Tennessee,1.0,1935
Tennessee,1.0,1936
Tennessee,1.0,1937
Texas,1.0,1933
Texas,1.0,1934
Texas,1.0,1935
Texas,1.0,1925
Texas,1.0,1926
Texas,1.0,1927
Iowa,1.0,1933
Iowa,1.0,1934
Iowa,1.0,1935
Iowa,1.0,1936
Iowa,1.0,1937
Arkansas,1.0,1933
Arkansas,1.0,1934
Arkansas,1.0,1935
Arkansas,1.0,1936
Arkansas,1.0,1937
Arkansas,1.0,1913
Kansas,0.0,1933
Kansas,0.0,1934
Kansas,0.0,1935
Kansas,0.0,1936
Kansas,0.0,1937
Illinois,1.0,1933
Illinois,1.0,1934
Illinois,1.0,1935
Illinois,1.0,1936
Illinois,1.0,1937
Illinois,1.0,1938
Illinois,1.0,1939
Illinois,1.0,1940
Indiana,1.0,1933
Indiana,1.0,1934
Indiana,1.0,1935
Indiana,1.0,1936
Indiana,1.0,1937
Missouri,1.0,1933
Missouri,1.0,1934
Missouri,1.0,1935
Missouri,1.0,1936
Missouri,1.0,1937
Washington,1.0,1933
Washington,1.0,1934
Washington,1.0,1935
Washington,1.0,1936
Washington,1.0,1937
Washington,1.0,1938
Washington,1.0,1939
Washington,1.0,1940
Washington,1.0,1941
North Carolina,1.0,1933
North Carolina,1.0,1934
North Carolina,1.0,1935
North Carolina,1.0,1936
North Carolina,1.0,1937
Maine,1.0,1933
Maine,1.0,1934
Maine,1.0,1935
Maine,1.0,1936
Maine,1.0,1937
Rhode Island,1.0,1933
Rhode Island,1.0,1934
Rhode Island,1.0,1935
Rhode Island,1.0,1936
Rhode Island,1.0,1937
South Dakota,1.0,1933
South Dakota,1.0,1934
South Dakota,1.0,1935
South Dakota,1.0,1936
South Dakota,1.0,1937
Florida,1.0,1933
Florida,1.0,1934
Florida,1.0,1935
Florida,1.0,1936
Florida,1.0,1937
Wisconsin,1.0,1933
Wisconsin,1.0,1934
Wisconsin,1.0,1935
Arizona,1.0,1933
Arizona,1.0,1934
Arizona,1.0,1935
Arizona,1.0,1936
Arizona,1.0,1937
Utah,1.0,1933
Utah,1.0,1934
Utah,1.0,1935
Utah,1.0,1936
Utah,1.0,1937
Utah,1.0,1938
Utah,1.0,1939
Utah,1.0,1940
Utah,1.0,1941
Wyoming,1.0,1933
Wyoming,1.0,1934
Wyoming,1.0,1935
Wyoming,1.0,1936
Wyoming,1.0,1937
Wyoming,1.0,1938
Wyoming,1.0,1939
Michigan,1.0,1933
Michigan,1.0,1934
Michigan,1.0,1935
New York,1.0,1933
New York,1.0,1934
New York,1.0,1935
New York,1.0,1936
New York,1.0,1937
New York,1.0,1938
New York,1.0,1939
New York,1.0,1940
New York,1.0,1941
New York,1.0,1942
Louisiana,1.0,1932
Louisiana,1.0,1933
Louisiana,1.0,1934
Louisiana,1.0,1935
Louisiana,1.0,1936
Louisiana,1.0,1932
Mississippi,1.0,1932
Mississippi,1.0,1933
Mississippi,1.0,1934
Mississippi,1.0,1935
Mississippi,1.0,1936
Kentucky,1.0,1931
Kentucky,1.0,1932
Kentucky,1.0,1933
Kentucky,1.0,1934
Kentucky,1.0,1935
Georgia,1.0,1931
Georgia,1.0,1932
Georgia,1.0,1933
Wyoming,0.0,1931
Wyoming,0.0,1932
Wyoming,0.0,1933
South Carolina,1.0,1931
South Carolina,1.0,1932
South Carolina,1.0,1933
South Carolina,1.0,1934
South Carolina,1.0,1935
Texas,1.0,1931
Texas,1.0,1932
Texas,1.0,1933
Pennsylvania,0.0,1931
Pennsylvania,0.0,1932
Pennsylvania,0.0,1933
Pennsylvania,0.0,1934
Pennsylvania,0.0,1935
Pennsylvania,0.0,1923
Pennsylvania,0.0,1924
Pennsylvania,0.0,1925
Pennsylvania,0.0,1926
Pennsylvania,0.0,1927
Alabama,1.0,1931
Alabama,1.0,1932
Alabama,1.0,1933
Alabama,1.0,1934
Alabama,1.0,1935
Iowa,0.0,1931
Iowa,0.0,1932
Iowa,0.0,1933
Kansas,1.0,1931
Kansas,1.0,1932
Kansas,1.0,1933
Oklahoma,1.0,1931
Oklahoma,1.0,1932
Oklahoma,1.0,1933
Oklahoma,1.0,1934
Oklahoma,1.0,1935
Ohio,1.0,1931
Ohio,1.0,1932
Ohio,1.0,1933
Ohio,1.0,1934
Ohio,1.0,1935
California,0.0,1931
California,0.0,1932
California,0.0,1933
California,0.0,1934
Vermont,0.0,1931
Vermont,0.0,1932
Vermont,0.0,1933
Vermont,0.0,1934
Vermont,0.0,1935
Nebraska,1.0,1931
Nebraska,1.0,1932
Nebraska,1.0,1933
Nebraska,1.0,1934
Nebraska,1.0,1935
Nebraska,1.0,1923
Nebraska,1.0,1924
Nebraska,1.0,1925
Massachusetts,1.0,1931
Massachusetts,1.0,1932
Massachusetts,1.0,1933
Massachusetts,1.0,1934
Massachusetts,1.0,1935
Connecticut,1.0,1931
Connecticut,1.0,1932
Connecticut,1.0,1933
Connecticut,1.0,1934
Connecticut,1.0,1935
Connecticut,1.0,1936
Connecticut,1.0,1937
Connecticut,1.0,1938
Connecticut,1.0,1939
South Dakota,0.0,1931
South Dakota,0.0,1932
South Dakota,0.0,1933
Arizona,1.0,1931
Arizona,1.0,1932
Arizona,1.0,1933
Arizona,1.0,1923
Arizona,1.0,1924
Arizona,1.0,1925
Arizona,1.0,1926
Arizona,1.0,1927
Arizona,1.0,1928
Arizona,1.0,1929
Arizona,1.0,1911
Arizona,1.0,1912
Arizona,1.0,1913
Arizona,1.0,1914
Arizona,1.0,1915
Arizona,1.0,1916
Arizona,1.0,1917
Arizona,1.0,1918
Arizona,1.0,1919
Idaho,1.0,1931
Idaho,1.0,1932
Idaho,1.0,1933
Idaho,1.0,1934
Idaho,1.0,1935
Idaho,1.0,1936
Idaho,1.0,1937
New Hampshire,0.0,1931
New Hampshire,0.0,1932
New Hampshire,0.0,1933
New Hampshire,0.0,1934
New Hampshire,0.0,1935
New Hampshire,0.0,1925
New Hampshire,0.0,1926
New Hampshire,0.0,1927
New Mexico,1.0,1931
New Mexico,1.0,1932
New Mexico,1.0,1933
Michigan,0.0,1931
Michigan,0.0,1932
Michigan,0.0,1933
Virginia,1.0,1930
Virginia,1.0,1931
Virginia,1.0,1932
Virginia,1.0,1933
Virginia,1.0,1934
Virginia,1.0,1930
Virginia,1.0,1931
Virginia,1.0,1932
Virginia,1.0,1933
Virginia,1.0,1934
Oregon,0.0,1929
Oregon,0.0,1930
Oregon,0.0,1931
West Virginia,0.0,1929
West Virginia,0.0,1930
West Virginia,0.0,1931
West Virginia,0.0,1932
West Virginia,0.0,1933
Oklahoma,1.0,1929
Oklahoma,1.0,1930
Oklahoma,1.0,1931
New Jersey,0.0,1929
New Jersey,0.0,1930
New Jersey,0.0,1931
New Jersey,0.0,1932
Delaware,0.0,1929
Delaware,0.0,1930
Delaware,0.0,1931
Delaware,0.0,1932
Delaware,0.0,1933
Delaware,0.0,1934
Delaware,0.0,1935
Delaware,0.0,1936
Delaware,0.0,1937
Kansas,0.0,1929
Kansas,0.0,1930
Kansas,0.0,1931
Illinois,0.0,1929
Illinois,0.0,1930
Illinois,0.0,1931
Illinois,0.0,1932
Illinois,0.0,1933
Indiana,0.0,1929
Indiana,0.0,1930
Indiana,0.0,1931
Indiana,0.0,1932
Indiana,0.0,1933
Ohio,0.0,1929
Ohio,0.0,1930
Ohio,0.0,1931
Missouri,0.0,1929
Missouri,0.0,1930
Missouri,0.0,1931
Missouri,0.0,1932
Missouri,0.0,1933
Florida,1.0,1929
Florida,1.0,1930
Florida,1.0,1931
Florida,1.0,1932
Florida,1.0,1933
Wisconsin,0.0,1929
Wisconsin,0.0,1930
Wisconsin,0.0,1931
Arizona,0.0,1929
Arizona,0.0,1930
Arizona,0.0,1931
New Hampshire,0.0,1929
New Hampshire,0.0,1930
New Hampshire,0.0,1931
Nebraska,0.0,1929
Nebraska,0.0,1930
Nebraska,0.0,1931
Massachusetts,0.0,1929
Massachusetts,0.0,1930
Massachusetts,0.0,1931
Maine,0.0,1929
Maine,0.0,1930
Maine,0.0,1931
Maine,0.0,1932
Maine,0.0,1933
New York,1.0,1929
New York,1.0,1930
New York,1.0,1931
New York,1.0,1932
New York,1.0,1933
Louisiana,1.0,1928
Louisiana,1.0,1929
Louisiana,1.0,1930
Louisiana,1.0,1931
Louisiana,1.0,1932
Arkansas,1.0,1928
Arkansas,1.0,1929
Arkansas,1.0,1930
Arkansas,1.0,1931
Arkansas,1.0,1932
Arkansas,1.0,1933
Rhode Island,0.0,1928
Rhode Island,0.0,1929
Rhode Island,0.0,1930
Rhode Island,0.0,1931
Rhode Island,0.0,1932
Rhode Island,0.0,1933
Mississippi,1.0,1928
Mississippi,1.0,1929
Mississippi,1.0,1930
Mississippi,1.0,1931
Mississippi,1.0,1932
Mississippi,1.0,1916
Mississippi,1.0,1917
Mississippi,1.0,1918
Mississippi,1.0,1919
Mississippi,1.0,1920
Kentucky,0.0,1927
Kentucky,0.0,1928
Kentucky,0.0,1929
Kentucky,0.0,1930
Kentucky,0.0,1931
Tennessee,1.0,1927
Tennessee,1.0,1928
Tennessee,1.0,1929
Tennessee,1.0,1930
Tennessee,1.0,1931
Tennessee,1.0,1932
Tennessee,1.0,1933
Georgia,1.0,1927
Georgia,1.0,1928
Georgia,1.0,1929
Georgia,1.0,1930
Georgia,1.0,1931
South Carolina,1.0,1927
South Carolina,1.0,1928
South Carolina,1.0,1929
South Carolina,1.0,1930
South Carolina,1.0,1931
Texas,1.0,1927
Texas,1.0,1928
Texas,1.0,1929
Texas,1.0,1930
Texas,1.0,1931
Pennsylvania,0.0,1927
Pennsylvania,0.0,1928
Pennsylvania,0.0,1929
Pennsylvania,0.0,1930
Pennsylvania,0.0,1931
Colorado,1.0,1927
Colorado,1.0,1928
Colorado,1.0,1929
Colorado,1.0,1930
Colorado,1.0,1931
Colorado,1.0,1932
Colorado,1.0,1933
Arkansas,1.0,1927
Arkansas,1.0,1928
Oklahoma,1.0,1927
Oklahoma,1.0,1928
Oklahoma,1.0,1929
Oregon,0.0,1927
Oregon,0.0,1928
Oregon,0.0,1929
New Hampshire,0.0,1927
New Hampshire,0.0,1928
New Hampshire,0.0,1929
Vermont,0.0,1927
Vermont,0.0,1928
Vermont,0.0,1929
Vermont,0.0,1930
Vermont,0.0,1931
South Dakota,1.0,1927
South Dakota,1.0,1928
South Dakota,1.0,1929
South Dakota,1.0,1930
South Dakota,1.0,1931
California,0.0,1927
California,0.0,1928
California,0.0,1929
California,0.0,1930
California,0.0,1931
Wisconsin,0.0,1927
Wisconsin,0.0,1928
Wisconsin,0.0,1929
Nevada,0.0,1927
Nevada,0.0,1928
Nevada,0.0,1929
Nevada,0.0,1930
Nevada,0.0,1931
Nevada,0.0,1932
Nevada,0.0,1933
Nevada,0.0,1934
Idaho,0.0,1927
Idaho,0.0,1928
Idaho,0.0,1929
Idaho,0.0,1930
Idaho,0.0,1931
Wyoming,0.0,1927
Wyoming,0.0,1928
Wyoming,0.0,1929
Wyoming,0.0,1930
Wyoming,0.0,1931
New Mexico,0.0,1927
New Mexico,0.0,1928
New Mexico,0.0,1929
New Mexico,0.0,1930
New Mexico,0.0,1931
Michigan,0.0,1927
Michigan,0.0,1928
Michigan,0.0,1929
Michigan,0.0,1930
Michigan,0.0,1931
Virginia,1.0,1926
Virginia,1.0,1927
Virginia,1.0,1928
Virginia,1.0,1929
Virginia,1.0,1930
Virginia,1.0,1926
Virginia,1.0,1927
Virginia,1.0,1928
Virginia,1.0,1929
Virginia,1.0,1930
West Virginia,0.0,1925
West Virginia,0.0,1926
West Virginia,0.0,1927
West Virginia,0.0,1928
West Virginia,0.0,1929
Delaware,0.0,1925
Delaware,0.0,1926
Delaware,0.0,1927
Delaware,0.0,1928
Delaware,0.0,1929
Iowa,0.0,1925
Iowa,0.0,1926
Iowa,0.0,1927
Iowa,0.0,1928
Iowa,0.0,1929
Iowa,0.0,1930
Iowa,0.0,1931
North Carolina,1.0,1925
North Carolina,1.0,1926
North Carolina,1.0,1927
North Carolina,1.0,1928
North Carolina,1.0,1929
Arkansas,1.0,1925
Arkansas,1.0,1926
Arkansas,1.0,1927
Colorado,0.0,1925
Colorado,0.0,1926
Colorado,0.0,1927
Colorado,0.0,1928
Colorado,0.0,1929
Colorado,0.0,1930
Colorado,0.0,1931
Colorado,0.0,1932
Colorado,0.0,1933
Colorado,0.0,1934
Colorado,0.0,1935
Colorado,0.0,1936
Colorado,0.0,1937
Colorado,0.0,1938
Colorado,0.0,1939
Colorado,0.0,1940
Colorado,0.0,1941
Colorado,0.0,1942
Colorado,0.0,1943
Colorado,0.0,1944
Colorado,0.0,1945
Colorado,0.0,1946
Colorado,0.0,1947
Kansas,0.0,1925
Kansas,0.0,1926
Kansas,0.0,1927
Kansas,0.0,1928
Kansas,0.0,1929
Indiana,0.0,1925
Indiana,0.0,1926
Indiana,0.0,1927
Indiana,0.0,1928
Indiana,0.0,1929
Missouri,0.0,1925
Missouri,0.0,1926
Missouri,0.0,1927
Missouri,0.0,1928
Missouri,0.0,1929
Washington,0.0,1925
Washington,0.0,1926
Washington,0.0,1927
Washington,0.0,1928
Washington,0.0,1929
Washington,0.0,1930
Washington,0.0,1931
Washington,0.0,1932
Washington,0.0,1933
Vermont,0.0,1925
Vermont,0.0,1926
Vermont,0.0,1927
Nebraska,0.0,1925
Nebraska,0.0,1926
Nebraska,0.0,1927
Nebraska,0.0,1928
Nebraska,0.0,1929
Connecticut,0.0,1925
Connecticut,0.0,1926
Connecticut,0.0,1927
Connecticut,0.0,1928
Connecticut,0.0,1929
Connecticut,0.0,1930
Connecticut,0.0,1931
Maine,0.0,1925
Maine,0.0,1926
Maine,0.0,1927
Maine,0.0,1928
Maine,0.0,1929
Connecticut,0.0,1925
South Dakota,0.0,1925
South Dakota,0.0,1926
South Dakota,0.0,1927
Rhode Island,0.0,1925
Rhode Island,0.0,1926
Rhode Island,0.0,1927
Rhode Island,0.0,1928
Rhode Island,0.0,1909
Rhode Island,0.0,1910
Rhode Island,0.0,1911
Rhode Island,0.0,1912
Rhode Island,0.0,1913
Rhode Island,0.0,1914
Rhode Island,0.0,1915
Massachusetts,0.0,1925
Massachusetts,0.0,1926
Massachusetts,0.0,1927
Massachusetts,0.0,1928
Massachusetts,0.0,1929
Minnesota,0.0,1925
Minnesota,0.0,1926
Minnesota,0.0,1927
Minnesota,0.0,1928
Minnesota,0.0,1929
Minnesota,0.0,1930
Minnesota,0.0,1931
Florida,1.0,1925
Florida,1.0,1926
Florida,1.0,1927
Florida,1.0,1928
Florida,1.0,1929
Utah,1.0,1925
Utah,1.0,1926
Utah,1.0,1927
Utah,1.0,1928
Utah,1.0,1929
Utah,1.0,1930
Utah,1.0,1931
Utah,1.0,1932
Utah,1.0,1933
Wyoming,1.0,1925
Wyoming,1.0,1926
Wyoming,1.0,1927
Montana,1.0,1925
Montana,1.0,1926
Montana,1.0,1927
Montana,1.0,1928
Montana,1.0,1929
Montana,1.0,1930
Montana,1.0,1931
Montana,1.0,1932
Montana,1.0,1933
New Mexico,1.0,1925
New Mexico,1.0,1926
New Mexico,1.0,1927
Wyoming,0.0,1924
Wyoming,0.0,1925
Louisiana,1.0,1924
Louisiana,1.0,1925
Louisiana,1.0,1926
Indiana,0.0,1924
Indiana,0.0,1925
Mississippi,1.0,1924
Mississippi,1.0,1925
Mississippi,1.0,1926
Mississippi,1.0,1927
Kentucky,1.0,1923
Kentucky,1.0,1924
Kentucky,1.0,1925
Kentucky,1.0,1926
Kentucky,1.0,1927
Oklahoma,1.0,1923
Oklahoma,1.0,1924
Oklahoma,1.0,1925
Oklahoma,1.0,1926
Oklahoma,1.0,1927
Georgia,1.0,1923
Georgia,1.0,1924
Georgia,1.0,1925
Georgia,1.0,1926
Georgia,1.0,1927
Tennessee,1.0,1923
Tennessee,1.0,1924
Tennessee,1.0,1925
Tennessee,1.0,1926
Tennessee,1.0,1927
South Carolina,1.0,1923
South Carolina,1.0,1924
South Carolina,1.0,1925
South Carolina,1.0,1926
South Carolina,1.0,1927
New Jersey,1.0,1923
New Jersey,1.0,1924
New Jersey,1.0,1925
New Jersey,1.0,1926
Alabama,1.0,1923
Alabama,1.0,1924
Alabama,1.0,1925
Alabama,1.0,1926
Alabama,1.0,1927
Colorado,1.0,1923
Colorado,1.0,1924
Colorado,1.0,1925
Kansas,1.0,1923
Kansas,1.0,1924
Kansas,1.0,1925
California,0.0,1923
California,0.0,1924
California,0.0,1925
California,0.0,1926
California,0.0,1927
Oklahoma,1.0,1923
Ohio,1.0,1923
Ohio,1.0,1924
Ohio,1.0,1925
Ohio,1.0,1926
Ohio,1.0,1927
Ohio,1.0,1928
Ohio,1.0,1929
Oregon,1.0,1923
Oregon,1.0,1924
Oregon,1.0,1925
Oregon,1.0,1926
Oregon,1.0,1927
New Hampshire,1.0,1923
New Hampshire,1.0,1924
New Hampshire,1.0,1925
Connecticut,0.0,1923
Connecticut,0.0,1924
Connecticut,0.0,1925
Idaho,0.0,1923
Idaho,0.0,1924
Idaho,0.0,1925
Idaho,0.0,1926
Idaho,0.0,1927
Rhode Island,1.0,1923
Rhode Island,1.0,1924
Rhode Island,1.0,1925
New Mexico,1.0,1923
New Mexico,1.0,1924
New Mexico,1.0,1925
Nevada,1.0,1923
Nevada,1.0,1924
Nevada,1.0,1925
Nevada,1.0,1926
Nevada,1.0,1927
New York,1.0,1923
New York,1.0,1924
New York,1.0,1925
New York,1.0,1926
New York,1.0,1927
New York,1.0,1928
New York,1.0,1929
New York,1.0,1919
New York,1.0,1920
New York,1.0,1921
Wyoming,1.0,1923
Wyoming,1.0,1924
South Carolina,1.0,1922
South Carolina,1.0,1923
Virginia,1.0,1922
Virginia,1.0,1923
Virginia,1.0,1924
Virginia,1.0,1925
Virginia,1.0,1926
Georgia,1.0,1921
Georgia,1.0,1922
Georgia,1.0,1923
West Virginia,0.0,1921
West Virginia,0.0,1922
West Virginia,0.0,1923
West Virginia,0.0,1924
West Virginia,0.0,1925
Maine,0.0,1921
Maine,0.0,1922
Maine,0.0,1923
Maine,0.0,1924
Maine,0.0,1925
Texas,1.0,1921
Texas,1.0,1922
Texas,1.0,1923
Texas,1.0,1924
Texas,1.0,1925
Delaware,0.0,1921
Delaware,0.0,1922
Delaware,0.0,1923
Delaware,0.0,1924
Delaware,0.0,1925
Tennessee,0.0,1921
Tennessee,0.0,1922
Tennessee,0.0,1923
Iowa,0.0,1921
Iowa,0.0,1922
Iowa,0.0,1923
Iowa,0.0,1924
Iowa,0.0,1925
North Carolina,1.0,1921
North Carolina,1.0,1922
North Carolina,1.0,1923
North Carolina,1.0,1924
North Carolina,1.0,1925
Arkansas,1.0,1921
Arkansas,1.0,1922
Arkansas,1.0,1923
Arkansas,1.0,1924
Arkansas,1.0,1925
Illinois,0.0,1921
Illinois,0.0,1922
Illinois,0.0,1923
Illinois,0.0,1924
Illinois,0.0,1925
Illinois,0.0,1926
Illinois,0.0,1927
Illinois,0.0,1928
Illinois,0.0,1929
Indiana,0.0,1921
Indiana,0.0,1922
Indiana,0.0,1923
Indiana,0.0,1924
Ohio,0.0,1921
Ohio,0.0,1922
Ohio,0.0,1923
Missouri,0.0,1921
Missouri,0.0,1922
Missouri,0.0,1923
Missouri,0.0,1924
Missouri,0.0,1925
New Hampshire,0.0,1921
New Hampshire,0.0,1922
New Hampshire,0.0,1923
Vermont,0.0,1921
Vermont,0.0,1922
Vermont,0.0,1923
Minnesota,0.0,1921
Minnesota,0.0,1922
Minnesota,0.0,1923
Minnesota,0.0,1924
Minnesota,0.0,1925
Maine,0.0,1921
Connecticut,0.0,1921
Connecticut,0.0,1922
Connecticut,0.0,1923
South Dakota,0.0,1921
South Dakota,0.0,1922
South Dakota,0.0,1923
South Dakota,0.0,1924
South Dakota,0.0,1925
Rhode Island,0.0,1921
Rhode Island,0.0,1922
Rhode Island,0.0,1923
Florida,1.0,1921
Florida,1.0,1922
Florida,1.0,1923
Florida,1.0,1924
Florida,1.0,1925
Wisconsin,0.0,1921
Wisconsin,0.0,1922
Wisconsin,0.0,1923
Wisconsin,0.0,1924
Wisconsin,0.0,1925
Wisconsin,0.0,1926
Wisconsin,0.0,1927
Montana,0.0,1921
Montana,0.0,1922
Montana,0.0,1923
Montana,0.0,1924
Montana,0.0,1925
Utah,0.0,1921
Utah,0.0,1922
Utah,0.0,1923
Utah,0.0,1924
Utah,0.0,1925
New Mexico,0.0,1921
New Mexico,0.0,1922
New Mexico,0.0,1923
Michigan,0.0,1921
Michigan,0.0,1922
Michigan,0.0,1923
Michigan,0.0,1924
Michigan,0.0,1925
Michigan,0.0,1926
Michigan,0.0,1927
New York,0.0,1921
New York,0.0,1922
New York,0.0,1923
Mississippi,1.0,1920
Mississippi,1.0,1921
Mississippi,1.0,1922
Mississippi,1.0,1923
Mississippi,1.0,1924
New Jersey,1.0,1920
New Jersey,1.0,1921
New Jersey,1.0,1922
New Jersey,1.0,1923
Maryland,1.0,1920
Maryland,1.0,1921
Maryland,1.0,1922
Maryland,1.0,1923
Maryland,1.0,1924
Maryland,1.0,1925
Maryland,1.0,1926
Maryland,1.0,1927
Maryland,1.0,1928
Maryland,1.0,1929
Maryland,1.0,1930
Maryland,1.0,1931
Maryland,1.0,1932
Maryland,1.0,1933
Maryland,1.0,1934
Maryland,1.0,1935
New Jersey,0.0,1920
Kentucky,0.0,1919
Kentucky,0.0,1920
Kentucky,0.0,1921
Kentucky,0.0,1922
Kentucky,0.0,1923
Washington,0.0,1919
Washington,0.0,1920
Washington,0.0,1921
Washington,0.0,1922
Washington,0.0,1923
Washington,0.0,1924
Washington,0.0,1925
Kentucky,1.0,1919
New Jersey,0.0,1919
New Jersey,0.0,1920
Oregon,0.0,1919
Oregon,0.0,1920
Oregon,0.0,1921
Oregon,0.0,1922
Oregon,0.0,1923
Pennsylvania,0.0,1919
Pennsylvania,0.0,1920
Pennsylvania,0.0,1921
Pennsylvania,0.0,1922
Pennsylvania,0.0,1923
South Carolina,1.0,1919
South Carolina,1.0,1920
South Carolina,1.0,1921
South Carolina,1.0,1922
Alabama,1.0,1919
Alabama,1.0,1920
Alabama,1.0,1921
Alabama,1.0,1922
Alabama,1.0,1923
Tennessee,1.0,1919
Tennessee,1.0,1920
Tennessee,1.0,1921
Colorado,0.0,1919
Colorado,0.0,1920
Colorado,0.0,1921
Colorado,0.0,1922
Colorado,0.0,1923
Kansas,0.0,1919
Kansas,0.0,1920
Kansas,0.0,1921
Kansas,0.0,1922
Kansas,0.0,1923
Oklahoma,1.0,1919
Oklahoma,1.0,1920
Oklahoma,1.0,1921
Oklahoma,1.0,1922
Oklahoma,1.0,1923
Vermont,0.0,1919
Vermont,0.0,1920
Vermont,0.0,1921
Nebraska,0.0,1919
Nebraska,0.0,1920
Nebraska,0.0,1921
Nebraska,0.0,1922
Nebraska,0.0,1923
New Hampshire,0.0,1919
New Hampshire,0.0,1920
New Hampshire,0.0,1921
Idaho,0.0,1919
Idaho,0.0,1920
Idaho,0.0,1921
Idaho,0.0,1922
Idaho,0.0,1923
Wyoming,0.0,1919
Wyoming,0.0,1920
Wyoming,0.0,1921
Wyoming,0.0,1922
Wyoming,0.0,1923
Massachusetts,0.0,1919
Massachusetts,0.0,1920
Massachusetts,0.0,1921
New Mexico,0.0,1919
New Mexico,0.0,1920
New Mexico,0.0,1921
Virginia,1.0,1918
Virginia,1.0,1919
Virginia,1.0,1920
Virginia,1.0,1921
Virginia,1.0,1922
Texas,1.0,1917
Texas,1.0,1918
Texas,1.0,1919
Texas,1.0,1920
Texas,1.0,1921
Georgia,1.0,1917
Georgia,1.0,1918
Georgia,1.0,1919
Georgia,1.0,1920
Georgia,1.0,1921
California,0.0,1917
California,0.0,1918
California,0.0,1919
California,0.0,1920
California,0.0,1921
California,0.0,1922
California,0.0,1923
West Virginia,1.0,1917
West Virginia,1.0,1918
West Virginia,1.0,1919
West Virginia,1.0,1920
West Virginia,1.0,1921
Wyoming,1.0,1917
Wyoming,1.0,1918
Wyoming,1.0,1919
New Mexico,0.0,1917
New Mexico,0.0,1918
New Mexico,0.0,1919
Delaware,0.0,1917
Delaware,0.0,1918
Delaware,0.0,1919
Delaware,0.0,1920
Delaware,0.0,1921
Iowa,0.0,1917
Iowa,0.0,1918
Iowa,0.0,1919
Iowa,0.0,1920
Iowa,0.0,1921
North Carolina,1.0,1917
North Carolina,1.0,1918
North Carolina,1.0,1919
North Carolina,1.0,1920
North Carolina,1.0,1921
Arkansas,1.0,1917
Arkansas,1.0,1918
Arkansas,1.0,1919
Arkansas,1.0,1920
Arkansas,1.0,1921
Colorado,1.0,1917
Colorado,1.0,1918
Colorado,1.0,1919
Illinois,0.0,1917
Illinois,0.0,1918
Illinois,0.0,1919
Illinois,0.0,1920
Illinois,0.0,1921
Indiana,0.0,1917
Indiana,0.0,1918
Indiana,0.0,1919
Indiana,0.0,1920
Indiana,0.0,1921
Ohio,1.0,1917
Ohio,1.0,1918
Ohio,1.0,1919
Ohio,1.0,1920
Ohio,1.0,1921
Ohio,1.0,1913
Ohio,1.0,1914
Ohio,1.0,1915
Missouri,1.0,1917
Missouri,1.0,1918
Missouri,1.0,1919
Missouri,1.0,1920
Missouri,1.0,1921
Nebraska,1.0,1917
Nebraska,1.0,1918
Nebraska,1.0,1919
Vermont,0.0,1917
Vermont,0.0,1918
Vermont,0.0,1919
Maine,0.0,1917
Maine,0.0,1918
Maine,0.0,1919
Maine,0.0,1920
Maine,0.0,1921
New Hampshire,0.0,1917
New Hampshire,0.0,1918
New Hampshire,0.0,1919
South Dakota,0.0,1917
South Dakota,0.0,1918
South Dakota,0.0,1919
South Dakota,0.0,1920
South Dakota,0.0,1921
New Mexico,1.0,1917
Michigan,0.0,1917
Michigan,0.0,1918
Michigan,0.0,1919
Michigan,0.0,1920
Michigan,0.0,1921
Utah,1.0,1917
Utah,1.0,1918
Utah,1.0,1919
Utah,1.0,1920
Utah,1.0,1921
Louisiana,1.0,1916
Louisiana,1.0,1917
Louisiana,1.0,1918
Louisiana,1.0,1919
Louisiana,1.0,1920
Maryland,1.0,1916
Maryland,1.0,1917
Maryland,1.0,1918
Maryland,1.0,1919
Maryland,1.0,1920
Massachusetts,0.0,1916
Massachusetts,0.0,1917
Massachusetts,0.0,1918
